read_id,barcode_id,sample_id,score,status,trimmed_seq,left_barcode_id,right_barcode_id,adapter_penalty,barcode_penalty,primer_penalty,layout_penalty,total_penalty,trim_start,trim_end
2507901449011_1_139_3_40963_22980_2_12.45,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_150_5_56444_7655_1_11.39,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_160_2_38936_21526_0_13.91,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_168_4_42002_20980_1_10.26,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_183_2_37646_24905_1_12.98,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_188_3_41267_20052_1_14.59,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_201_2_40386_23140_1_12.07,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_233_1_42120_22218_1_12.71,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_238_2_40408_24060_3_9.64,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_246_2_43763_18500_2_14.96,None_RB3,,-1,Pass,,,RB3,0,1,0.0,0,1,,
2507901449011_1_249_3_42153_20976_1_15.14,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_252_3_43931_18500_1_11.20,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_12_3_46168_23786_2_9.09,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_19_2_45438_22624_0_13.18,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_22_4_58419_7744_1_9.20,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_32_2_43511_21805_0_11.09,FB2_None,,-3,Pass,,FB2,,0,3,0.0,0,3,,
2507901449011_1_37_4_46216_20980_0_11.14,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_52_2_45072_20699_0_13.76,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_83_4_48180_21248_2_13.92,FB5_None,,-1,Pass,,FB5,,0,1,0.0,0,1,,
2507901449011_1_98_2_47975_20324_1_15.21,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_116_2_19735_49864_2_8.31,None_RB7,,-3,Pass,,,RB7,0,3,0.0,0,3,,
2507901449011_1_135_2_48479_18165_1_12.23,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_138_3_47773_22078_0_14.46,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_148_2_48311_21344_2_15.08,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_155_3_43127_23515_2_15.29,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_156_4_42406_27088_1_16.52,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_189_3_48565_18507_1_16.21,FB10_None,,-3,Pass,,FB10,,0,3,0.0,0,3,,
2507901449011_1_193_3_46860_20778_3_10.32,None_RB3,,-1,Pass,,,RB3,0,1,0.0,0,1,,
2507901449011_1_204_2_47023_19201_1_12.12,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_210_3_45128_22317_0_13.81,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_211_2_44984_24873_2_14.81,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_218_2_41018_24203_0_18.04,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_223_3_43746_22396_2_15.13,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_244_4_48607_21306_1_16.54,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_1_3_50956_22769_3_12.05,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_26_2_49378_20878_1_15.18,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_58_4_53461_21262_3_12.59,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_71_3_48959_24022_3_11.59,FB4_RB4,,0,Pass,,FB4,RB4,0,0,0.0,0,0,,
2507901449011_1_99_3_52533_20635_1_15.07,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_119_3_49267_23973_1_10.18,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_151_3_49704_21039_1_14.91,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_163_2_52139_20978_3_15.76,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_166_4_53553_19966_2_13.66,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_177_2_48611_23560_2_12.57,FB5_RB8,,0,Pass,,FB5,RB8,0,0,0.0,0,0,,
2507901449011_1_186_6_57786_16814_1_12.57,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_187_3_52697_22247_1_12.92,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_192_2_46001_24643_1_11.76,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_214_4_52594_21074_0_14.30,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_216_3_55500_19115_1_15.03,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_229_3_57753_16009_1_10.26,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_231_3_51554_20769_2_15.37,FB7_RB4,,0,Pass,,FB7,RB4,0,0,0.0,0,0,,
2507901449011_1_232_2_51277_22568_1_14.98,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_254_3_51041_20208_1_13.68,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_9_3_45164_30463_0_8.73,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_12_4_73732_5553_2_9.38,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_43_4_53804_21556_1_12.44,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_45_3_56501_21017_2_11.41,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_50_3_47649_27525_0_10.66,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_55_3_52383_25845_1_13.98,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_68_4_53560_21585_1_13.91,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_91_3_54927_20267_1_14.65,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_122_3_57665_20578_1_13.91,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_142_4_55056_23045_2_11.31,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_154_4_58702_20618_1_11.89,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_164_3_60075_18840_1_15.32,None_RB3,,0,Pass,,,RB3,0,0,0.0,0,0,,
2507901449011_1_171_5_56708_20721_1_12.46,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_175_3_52699_23680_1_11.22,FB10_None,,-3,Pass,,FB10,,0,3,0.0,0,3,,
2507901449011_1_181_2_53403_22746_1_12.32,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_200_2_58742_18500_2_13.37,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_206_2_36644_40374_1_11.90,None_RB5,,-3,Pass,,,RB5,0,3,0.0,0,3,,
2507901449011_1_208_4_55582_21898_0_13.61,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_222_3_56669_19402_1_14.01,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_247_3_56647_22950_2_15.30,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_13_3_59051_22444_2_10.87,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_37_5_67403_15741_0_11.92,FB1_None,,-2,Pass,,FB1,,0,2,0.0,0,2,,
2507901449011_1_40_4_59187_23764_0_11.97,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_47_4_76004_8956_1_7.66,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_49_3_59667_22293_1_12.98,None_RB4,,-1,Pass,,,RB4,0,1,0.0,0,1,,
2507901449011_1_65_4_59657_21433_2_14.47,FB5_RB4,,0,Pass,,FB5,RB4,0,0,0.0,0,0,,
2507901449011_1_81_3_32828_50214_1_8.13,None_RB1,,-3,Pass,,,RB1,0,3,0.0,0,3,,
2507901449011_1_84_5_63066_18965_1_11.66,None_RB1,,-1,Pass,,,RB1,0,1,0.0,0,1,,
2507901449011_1_95_3_61173_22231_0_9.06,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_108_4_70626_13829_1_11.22,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_114_4_60001_22611_1_14.91,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_117_3_61937_19092_2_13.28,None_RB5,,-2,Pass,,,RB5,0,2,0.0,0,2,,
2507901449011_1_123_4_42293_40831_1_15.82,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_126_4_60942_20044_1_12.40,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_129_3_61444_20934_1_10.87,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_131_3_62373_21452_1_11.39,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_141_6_56529_23772_1_10.43,None_RB4,,-3,Pass,,,RB4,0,3,0.0,0,3,,
2507901449011_1_143_5_60925_21779_1_11.05,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_146_4_61992_22816_2_15.02,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_157_4_56914_25852_3_10.70,None_RB8,,-2,Pass,,,RB8,0,2,0.0,0,2,,
2507901449011_1_173_3_60307_23666_3_11.80,None_RB8,,-2,Pass,,,RB8,0,2,0.0,0,2,,
2507901449011_1_184_3_62062_21866_1_12.47,FB2_None,,-3,Pass,,FB2,,0,3,0.0,0,3,,
2507901449011_1_196_3_60262_22089_1_14.11,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_198_3_63106_20214_1_12.12,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_205_4_63256_20440_1_11.88,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_211_3_70164_11275_2_12.21,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_226_3_61104_21146_1_15.46,None_RB7,,0,Pass,,,RB7,0,0,0.0,0,0,,
2507901449011_1_228_3_64260_19588_1_13.02,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_250_4_61844_18987_2_17.90,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_2_3_68537_19110_1_7.24,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_22_5_66940_20171_1_14.02,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_28_5_67832_18500_1_12.41,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_34_2_65590_20195_1_12.97,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_63_2_63379_23869_2_12.16,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_64_4_81262_6777_0_12.14,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_74_4_65775_21662_3_10.12,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_77_3_48135_39919_1_13.58,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_82_4_65068_20618_1_15.64,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_94_5_58135_28294_2_12.31,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_98_3_68346_19619_1_14.95,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_101_5_66857_20598_3_15.50,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_103_3_67927_21438_1_7.88,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_125_3_66283_23646_3_12.73,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_150_6_67645_21104_1_13.32,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_160_3_64224_21168_0_13.78,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_174_7_65390_21645_1_8.64,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_178_3_63079_22279_3_13.22,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_186_7_79108_7318_1_17.10,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_188_4_68748_20382_1_13.48,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_202_4_78111_7709_1_8.03,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_227_3_63930_21670_2_14.03,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_235_7_82258_6245_1_11.17,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_236_2_70170_19677_1_16.04,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_242_3_69513_19296_3_14.46,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_243_2_60405_24873_1_14.05,FB7_None,,-1,Pass,,FB7,,0,1,0.0,0,1,,
2507901449011_1_245_3_66826_22112_2_14.31,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_247_4_79754_6008_2_10.13,FB1_None,,-1,Pass,,FB1,,0,1,0.0,0,1,,
2507901449011_1_252_4_67048_19030_1_12.29,FB7_None,,-1,Pass,,FB7,,0,1,0.0,0,1,,
2507901449011_1_25_3_63619_26943_2_12.78,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_36_3_71447_21069_0_10.48,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_52_4_71623_21394_0_14.91,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_80_2_73407_20546_0_14.04,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_83_5_69571_24229_2_15.46,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_85_3_63561_28504_1_12.11,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_89_4_69275_22391_1_11.83,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_97_4_69354_22071_2_12.80,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_139_4_71944_19185_2_14.95,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_148_4_72131_21170_2_14.87,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_167_3_69411_24595_2_13.04,None_RB3,,-2,Pass,,,RB3,0,2,0.0,0,2,,
2507901449011_1_186_8_86448_7787_1_19.78,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_197_6_70773_22979_0_13.62,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_201_3_71686_22768_1_12.56,None_RB4,,-1,Pass,,,RB4,0,1,0.0,0,1,,
2507901449011_1_225_4_68845_23810_2_15.25,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_230_5_72499_21276_0_14.33,FB5_RB6,,0,Pass,,FB5,RB6,0,0,0.0,0,0,,
2507901449011_1_233_3_72249_22084_1_11.74,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_244_5_72823_21631_1_14.90,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_246_4_73664_20716_2_15.65,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_256_4_73772_18907_0_12.83,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_3_3_74102_23643_1_14.49,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_7_6_74348_22265_2_13.39,FB5_RB5,,0,Pass,,FB5,RB5,0,0,0.0,0,0,,
2507901449011_1_15_3_73487_23280_2_15.35,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_19_3_73415_22942_0_13.07,FB10_None,,-1,Pass,,FB10,,0,1,0.0,0,1,,
2507901449011_1_24_3_72768_18500_2_14.05,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_51_3_79367_19809_1_11.38,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_57_6_73060_22280_1_12.47,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_71_4_75023_24348_3_11.99,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_92_4_71466_23563_1_16.67,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_105_2_60356_37791_2_13.06,FB1_RB1,,0,Pass,,FB1,RB1,0,0,0.0,0,0,,
2507901449011_1_116_3_78276_16793_2_10.03,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_136_3_79439_19890_1_13.91,FB7_None,,-3,Pass,,FB7,,0,3,0.0,0,3,,
2507901449011_1_155_5_72406_23097_2_13.94,FB1_RB2,,0,Pass,,FB1,RB2,0,0,0.0,0,0,,
2507901449011_1_163_3_76635_20121_3_10.93,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_165_4_76502_21083_1_13.98,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_179_4_74302_21499_2_16.37,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_183_3_75815_19722_1_11.00,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_189_4_75813_20625_1_15.80,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_199_3_72749_23516_2_17.01,FB4_None,,-3,Pass,,FB4,,0,3,0.0,0,3,,
2507901449011_1_204_3_75214_22206_1_10.63,None_RB2,,-1,Pass,,,RB2,0,1,0.0,0,1,,
2507901449011_1_210_5_77174_20078_0_15.98,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_216_4_79865_18491_1_15.93,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_220_4_68936_26294_1_18.34,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_221_3_25992_71980_1_7.44,None_RB6,,-1,Pass,,,RB6,0,1,0.0,0,1,,
2507901449011_1_223_4_77425_21785_2_14.09,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_226_5_90456_9340_1_14.32,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_232_3_78558_20543_1_14.22,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_238_3_73627_23969_3_9.76,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_239_4_77668_18068_1_14.40,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_253_5_74324_22772_1_13.06,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_43_6_79956_21382_1_13.70,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_53_3_92688_12167_2_12.49,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_61_5_79275_24786_1_10.82,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_62_3_77863_22237_1_12.73,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_65_5_81161_20946_2_15.05,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_69_4_83813_19220_1_14.37,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_147_4_80119_23890_3_12.88,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_195_3_84523_20434_1_12.07,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_198_4_84033_18042_1_10.14,FB7_None,,-2,Pass,,FB7,,0,2,0.0,0,2,,
2507901449011_1_209_4_81558_23204_3_17.05,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_215_4_80918_20444_3_15.91,FB2_None,,0,Pass,,FB2,,0,0,0.0,0,0,,
2507901449011_1_218_3_78920_24204_0_18.94,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_231_4_75126_27175_2_17.39,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_250_5_84199_20084_2_15.61,None_RB1,,0,Pass,,,RB1,0,0,0.0,0,0,,
2507901449011_1_37_6_86096_22993_0_12.45,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_59_4_77096_28712_3_9.39,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_77_4_90850_19009_1_14.58,None_RB6,,0,Pass,,,RB6,0,0,0.0,0,0,,
2507901449011_1_90_3_90341_18752_1_11.11,FB5_None,,-3,Pass,,FB5,,0,3,0.0,0,3,,
2507901449011_1_132_7_88756_20005_1_10.87,None_RB5,,0,Pass,,,RB5,0,0,0.0,0,0,,
2507901449011_1_138_4_85584_22576_0_13.76,FB5_RB6,,0,Pass,,FB5,RB6,0,0,0.0,0,0,,
2507901449011_1_139_6_100873_5020_2_8.47,FB4_None,,-2,Pass,,FB4,,0,2,0.0,0,2,,
2507901449011_1_145_5_86875_20273_2_14.97,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_149_4_61051_47442_2_11.20,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_159_4_86153_22649_2_12.51,FB7_None,,0,Pass,,FB7,,0,0,0.0,0,0,,
2507901449011_1_160_4_87962_20932_0_13.58,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_168_5_83073_23191_1_14.04,None_RB4,,0,Pass,,,RB4,0,0,0.0,0,0,,
2507901449011_1_175_5_84129_22672_1_11.28,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_187_4_77385_28170_1_10.79,FB5_None,,-1,Pass,,FB5,,0,1,0.0,0,1,,
2507901449011_1_190_4_85126_23689_3_11.16,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_219_4_86538_22077_1_14.62,None_RB8,,-1,Pass,,,RB8,0,1,0.0,0,1,,
2507901449011_1_249_5_82228_24376_1_15.20,None_RB2,,0,Pass,,,RB2,0,0,0.0,0,0,,
2507901449011_1_13_4_94532_20032_2_12.49,None_RB7,,-2,Pass,,,RB7,0,2,0.0,0,2,,
2507901449011_1_29_4_88752_21626_0_14.39,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_40_5_87876_23683_0_15.06,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_55_5_88619_23328_1_13.06,FB5_None,,-2,Pass,,FB5,,0,2,0.0,0,2,,
2507901449011_1_72_4_85239_27372_1_8.33,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_75_3_92552_20628_1_15.33,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_81_4_91432_21144_1_12.66,None_RB4,,-1,Pass,,,RB4,0,1,0.0,0,1,,
2507901449011_1_82_5_91506_18500_1_15.53,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_84_6_93870_19006_1_11.66,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_118_4_91164_20412_1_14.85,FB10_None,,0,Pass,,FB10,,0,0,0.0,0,0,,
2507901449011_1_123_6_89400_22533_1_14.70,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_142_5_88803_23030_2_13.06,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_146_5_89329_22512_2_15.73,None_RB8,,0,Pass,,,RB8,0,0,0.0,0,0,,
2507901449011_1_150_7_89182_20944_1_12.74,None_RB7,,-1,Pass,,,RB7,0,1,0.0,0,1,,
2507901449011_1_171_8_90413_22635_1_12.21,FB1_None,,0,Pass,,FB1,,0,0,0.0,0,0,,
2507901449011_1_174_8_87864_23828_1_8.01,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_186_11_104779_7190_1_15.15,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_188_5_90252_22111_1_15.31,FB8_None,,-1,Pass,,FB8,,0,1,0.0,0,1,,
2507901449011_1_205_6_88883_22693_1_13.99,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_226_6_106432_7970_1_13.24,FB5_None,,0,Pass,,FB5,,0,0,0.0,0,0,,
2507901449011_1_235_8_89357_24427_1_9.06,Unknown,,0.0,NoMatches,,,,0.0,0.0,0.0,0.0,0.0,,
2507901449011_1_242_4_88908_21440_3_15.98,FB4_None,,0,Pass,,FB4,,0,0,0.0,0,0,,
2507901449011_1_243_3_85364_28283_1_10.26,FB1_None,,-1,Pass,,FB1,,0,1,0.0,0,1,,
2507901449011_1_253_6_97581_15730_1_10.54,None_RB1,,-2,Pass,,,RB1,0,2,0.0,0,2,,
2507901449011_1_255_4_88614_21583_0_11.55,Unknown,,0.0,NoValidLayout,,,,0.0,0.0,0.0,0.0,0.0,,
